"Quotation Report - Date : January-28, 2026 11:00 AM",,,,,,,,,,,,,
No,Number,Company,Date,Type,Client,Project Name,Description,Material,Material Code,Quo. Value,Cur.,MVL Contact,Status
9887,Q-816-3156,FIRESTOP,25 Aug 2016,IQ,Al T.C.,B+G+10 Floors Hotel Building On Plot No: 129-194,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,65513,AED,Waleed B.M.,Quotation
9888,Q-816-3155,FIRESTOP,25 Aug 2016,IQ,Al M.C.,Al Warqa 1 Project (G+6+GYM) LPO 18090,Supply Of MVL Firestop Materials,Firestop/ DC 315,Fire,1214.32,AED,Waleed B.M.,Order
9889,Q-816-3154,FIRESTOP,23 Aug 2016,IQ,Al A.C.,G+4 Residential Building (PO # 1970),SUPPLY OF CFS01 And D120T50,Firestop/ DC 315,Fire,1560.6,AED,Waleed B.M.,Order
9890,Q-816-3153,FIRESTOP,22 Aug 2016,IQ,Emirates C.C.,(B+G+6+GYM) COMMERCIAL - RESIDENTAL BUILDING ON PLOT NO: 3730459 At AL BARSHA FIRST,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,96677,AED,Venoth T.A.,Quotation
9891,RFQ-637-A5310,MACRO,22 Aug 2016,RFQ,Aziz U.N.,MOI - NPCC- KABUL AFGHANSITAN,SUPPLY AND INSTALLATION OF LOCK AND CYLINDER,Paints,Architectural,196,USD, ,Order
9892,Q-816-3151,FIRESTOP,21 Aug 2016,IQ,Al H.C.,"P-136-10 (3B+G+3P+16) On Plot No. 345-411 At Burj Khalifa ,Dubai LPO# PO0028391/REV01",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,26734,AED,Waleed B.M.,Order
9893,Q-816-3150,FIRESTOP,21 Aug 2016,IQ,National G.C.,RESIDENTAL COMPOUND AT RAS ALKHAIMAH - 320 HOUSE,SUPPLY OF INSS1186 And D64T50,Firestop/ DC 315,Fire,13.5,AED,Karim E.,Quotation
9894,Q-816-3149,FIRESTOP,21 Aug 2016,IQ,Belhasa E.&.,"PROPOSED G+4 FLOORS. COMM. & RESIDENTAL BUILDING ON PLOT NO. 6183898 NADD AL SHIBA FIRST, DUBAI",SUPPLY OF MVL CJ WORKS MATERIALS,Firestop/ DC 315,Fire,58172.4,AED,Waleed B.M.,Quotation
9895,Q-1005-V4434,MACRO,21 Aug 2016,IQ,Explore G.O.,Explore Group Of Companies,Structural Steel Plates,Misc.,Various,650240,AED,Raquel I.,Quotation
9896,Q-1005-E6979,MACRO,18 Aug 2016,IQ,Us E.A.,PR5542137 - LED Ceiling Light Fixtures,LED Ceiling Light Fixtures,Electrical,Electrical,114570,USD,Maricar I.,Quotation
9897,Q-816-3143,MACRO,17 Aug 2016,IQ,Usace Q.,W912D2-16-R-0046 Camp As Sayliyah - South (CAS-S),Project 5002 Fuel Tanks Enhancement At Camp As Sayliyah - South (CAS-S),Subcontract,Services,0,USD, ,Quotation
9898,Q-816-3142,FIRESTOP,17 Aug 2016,IQ,Ghantoot B.G.,B+G+5 Apartments Dubai Investment Park-Centurion Residence LPO 7194,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,23050,AED,Ramshad K.,Order
9899,Q-1569-V4251,MACRO,17 Aug 2016,IQ,Enterprise I.,FIT OUT INSTALLATION 1803,FIT OUT INSTALLATION 1803 MVL NEW OFFICE,Building Materials,Various,120000,AED,Maricar I.,Order
9900,Q-1192-F7372,FIRESTOP,16 Aug 2016,IQ,United F.G.,Emaar Hills Development Building Project,SUPPLY OF INSS1186 5G PAIL,Firestop/ DC 315,Fire,660,AED,Samar T.,Order
9901,Q-1192-C6023,FIRESTOP,16 Aug 2016,IQ,Falah H.C.,,MV-Lapolla,Polyurethane Foam,Chemicals,27810,USD,Karim E.,Quotation
9902,Q-1192-F7371,FIRESTOP,16 Aug 2016,IQ,Dubai C.E.,Residential Building B+G+6Floors+Amenity Plot No. IC3-B-38 Nad Al Shiba DXb UAE,SUPPLY OF MVL CJ MATERIALS,Firestop/ DC 315,Fire,36041,AED,Waleed B.M.,Quotation
9903,Q-816-3136,FIRESTOP,16 Aug 2016,IQ,Al B.a.,Dubai Hills Villa Project,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,29328.42,AED,Venoth T.A.,Order
9904,Q-1192-F7370,FIRESTOP,16 Aug 2016,IQ,United F.G.,Emaar Hills Development Building Project,SUPPLY OF MVL FIRESTOP MATERIALS-INSS1186,Firestop/ DC 315,Fire,66,AED,Samar T.,Order
9905,Q-1192-F7369,FIRESTOP,15 Aug 2016,IQ,Atash P.S.,,MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,12805.7,AED,Samar T.,Quotation
9906,Q-816-3133,FIRESTOP,14 Aug 2016,IQ,Al M.E.,Building G+11 Floors Plot AFRA037 Al Furjan Jabal Ali 1st,SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,85040,AED,Samar T.,Quotation
9907,Q-1192-F7368,FIRESTOP,11 Aug 2016,IQ,Sustainable B.L.,Project For Al Barrari Development: 3 Blocks A-C (G+5) (G+4) Ashjar Living,SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,57340,AED,Venoth T.A.,Quotation
9908,Q-1192-F7367,FIRESTOP,10 Aug 2016,IQ,Tritech T.S.,,SUPPLY OF INSS2460,Firestop/ DC 315,Fire,750,AED,Samar T.,Order
9909,Q-1192-F7366,FIRESTOP,09 Aug 2016,IQ,City D.C.,2B+G+9+Roof (CDC/RDL-248-429/1203-2016),SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,4720,AED,Waleed B.M.,Order
9910,Q-1005-M4017,MACRO,09 Aug 2016,IQ,Us E.A.,PR5564922 AD/FM/MM/7901.C/R4000/Hydraulic Hose Crimping Tool,PR5564922 AD/FM/MM/7901.C/R4000/Hydraulic Hose Crimping Tool,Machine / Equipments,Mechanical,135000,AED,Marman I.,Quotation
9911,Q-1192-F7365,FIRESTOP,09 Aug 2016,IQ,Ias L.C.,"2B+G+12+R (Residential Bldg At Tecom,Dubai)",SUPPLY OF INSS1186-5G,Firestop/ DC 315,Fire,610,AED,Waleed B.M.,Order
9912,RFQ-637-V6855,MACRO,09 Aug 2016,RFQ,Cala L.S.,MOI-NPCC - NPCC FOX COMPLETION. Warranty Issue,"TOSHIBA COMPRESSOR/ 1,200 BTU. 8.0 COLLING, 9.0 HEATING. COMPATIBLE  WITH MITSUBISHI AC",Building Materials,Various,195,USD, ,Order
9913,Q-1192-F7364,FIRESTOP,08 Aug 2016,IQ,Intherpro L.,,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,17,AED,Venoth T.A.,Quotation
9914,Q-1192-F7363,FIRESTOP,08 Aug 2016,IQ,Modern E.S.,P-231-259 Al Nahda Hotel G+13 (PO# 101607334),SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,20591,AED,Waleed B.M.,Order
9915,Q-1192-F7362,FIRESTOP,08 Aug 2016,IQ,Crc E.C.,Stella Dubai Hotel 3B+G+Mez+30Typ+Mech+Roof Plot No. 392-436,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,44999.79,AED,Ramshad K.,Quotation
9916,Q-1192-F7361,FIRESTOP,08 Aug 2016,IQ,Wide W.C.,Silicon Oasis Project G+8 (LPO 2845),SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,6751.6,AED,Waleed B.M.,Order
9917,Q-1192-F7360,FIRESTOP,08 Aug 2016,IQ,Global C.L.,ELITE 08 Sports Residence (B+G+4P+18Typ. Floors Gym Service Roof) Plot No. (682-4209) LPO GC/E8/1380,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,2684,AED,Waleed B.M.,Order
9918,Q-1192-F7359,FIRESTOP,08 Aug 2016,IQ,Al O.C.,"Mont Rose 1,2 And 3 Proposed Hotel Apartment (3B+G+19+R) On Plot BT-B-020",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,150150,AED,Samar T.,Quotation
9919,Q-1192-C6022,FIRESTOP,08 Aug 2016,IQ,Crc E.C.,,Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Waleed B.M.,Quotation
9920,Q-1192-F7358,FIRESTOP,07 Aug 2016,IQ,El M.E.,Rosemont Hotel & Residences 2B+LG+UG+3P+48+Roof,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,324456,AED,Venoth T.A.,Quotation
9921,Q-1192-C6021,FIRESTOP,07 Aug 2016,IQ,United E.C.,,Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Samar T.,Quotation
9922,Q-1192-F7357,FIRESTOP,07 Aug 2016,IQ,Al A.C.,Mock Up Flat 1& 2,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,4285.6,AED,Ramshad K.,Quotation
9923,Q-1192-F7355,FIRESTOP,07 Aug 2016,IQ,Dubco C.L.,2B+G+24FLR +HC DUBAI SPORTS CITY PLOT 682-145(R3a-10),SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,95825,AED,Waleed B.M.,Quotation
9924,Q-1192-F7354,FIRESTOP,04 Aug 2016,IQ,Al F.C.,Proposed Labour Accomodation G+4 Plot No 5970850 DIP,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,24927,AED,Venoth T.A.,Quotation
9925,Q-1192-F7353,FIRESTOP,03 Aug 2016,IQ,Aic C.L.,B+G+4 Typical Floors +HC Resd'l Building On Plot No. RB-19 At Resid'l City In Dubai World Central,SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,30005,AED,Muhammad F.K.,Quotation
9926,Q-1192-F7352,FIRESTOP,03 Aug 2016,IQ,Aic C.L.,B+G+4 Typical Floors +HC Resd'l Building On Plot No. RC-67 At Resid'l City In Dubai World Central,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,30005,AED,Muhammad F.K.,Quotation
9927,Q-1192-F7351,FIRESTOP,03 Aug 2016,IQ,Tritech T.S.,Project In Bur Dubai-American Hospital,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,3900,AED,Samar T.,Order
9928,Q-1192-F7350,FIRESTOP,03 Aug 2016,IQ,United F.G.,MBCC Constella Apartment Project -DAMAC JVC1 (LPO # CON001),SUPPLY OF D64T50,Firestop/ DC 315,Fire,10818,AED,Samar T.,Order
9929,Q-1192-C6020,FIRESTOP,03 Aug 2016,IQ,Injazad C.,"Two Villas In Nad Al Shiba, Dubai",Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Samar T.,Quotation
9930,Q-1192-F7349,FIRESTOP,02 Aug 2016,IQ,Global C.L.,ELITE 08 Sports Residence (B+G+4P+18Typ. Floors Gym Service Roof) Plot No. (682-4209) LPO GC/E8/1372,SUPPLY OF CFS01 AND INSS1186,Firestop/ DC 315,Fire,8380,AED,Waleed B.M.,Order
9931,Q-1192-F7348,FIRESTOP,02 Aug 2016,IQ,Al F.C.,Proposed Labour Accomodation G+4 Plot No 5970850 DIP,SUPPLY OF MVL FIRESTOP MATERIALS-MEP,Firestop/ DC 315,Fire,33934.25,AED,Muhammad F.K.,Quotation
9932,Q-1192-F7347,FIRESTOP,02 Aug 2016,IQ,Al F.C.,Proposed Labour Accomodation G+4 Plot No 5970850 DIP,SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,26444,AED,Venoth T.A.,Quotation
9933,Q-1192-F7346,FIRESTOP,02 Aug 2016,IQ,Wide W.C.,Silicon Oasis Project G+8,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,35175,AED,Waleed B.M.,Quotation
9934,Q-1192-C6019,FIRESTOP,02 Aug 2016,IQ,Reem C.C.,Vantage Tower By Damac In JVC,External Lining Using Spray Polyurethane Foam,Polyurethane Foam,Chemicals,75,AED,Samar T.,Quotation
9935,Q-1005-E6977,MACRO,31 Jul 2016,IQ,Macec G.O.,MFNDU,Electric Unit Heater,Electrical,Electrical,2520,USD, ,Order
9936,Q-1192-F7344,FIRESTOP,31 Jul 2016,IQ,Unisafe F.P.,ADCO Project In ABU DHABI,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,34,AED,Samar T.,Quotation
9937,Q-1192-F7343,FIRESTOP,28 Jul 2016,IQ,Al M.C.,Al Warqa 1 Project (G+6+GYM) LPO 18031,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,11000,AED,Waleed B.M.,Order
9938,Q-1192-F7342,FIRESTOP,27 Jul 2016,IQ,Modern E.S.,2B+G+12 Residential Bldg. Al Nahda,Supply Of INSS1440,Firestop/ DC 315,Fire,2476.96,AED,Waleed B.M.,Order
9939,Q-1192-F7341,FIRESTOP,27 Jul 2016,IQ,Global C.L.,ELITE 08 Sports Residence (B+G+4P+18Typ. Floors Gym Service Roof) Plot No. (682-4209) LPO GC/E8/1352,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,23316,AED,Waleed B.M.,Order
9940,Q-1192-F7340,FIRESTOP,27 Jul 2016,IQ,Al F.C.,Proposed Labour Accomodation G+4 Plot No 5970850 DIP,SUPPLY OF MVL FIRESTOP MATERIALS-CJ&MEP,Firestop/ DC 315,Fire,80435.25,AED,Muhammad F.K.,Quotation
9941,Q-1192-F7339,FIRESTOP,26 Jul 2016,IQ,Al O.C.,"Mont Rose 1,2 And 3 Proposed Hotel Apartment (3B+G+19+R) On Plot BT-B-020",SUPPLY OF CJ MATERIALS,Firestop/ DC 315,Fire,339150,AED,Samar T.,Quotation
9942,Q-1005-T6948,MACRO,26 Jul 2016,IQ,American E.-.,PR5541596,PR5541596 - VARIOUS TOOLS AS PER SPECIFICATION,Tools,Tools,19703,USD, ,Quotation
9943,Q-1192-C6018,FIRESTOP,26 Jul 2016,IQ,Building C.(.,,COMBO ROOFING SYSTEM,Polyurethane Foam,Chemicals,0,USD,Muhammad F.K.,Quotation
9944,Q-1192-C6017,FIRESTOP,26 Jul 2016,IQ,Du B.C.,,COMBO ROOFING SYSTEM,Polyurethane Foam,Chemicals,0,USD,Muhammad F.K.,Quotation
9945,Q-1005-M6994,MACRO,26 Jul 2016,IQ,American E.-.,Order No. SAF20016M1472 - PR5543038 - Hot Water Heaters,Hot Water Heaters,Mechanical Items,Mechanical,26520,USD,Maricar I.,Order
9946,Q-1005-M6993,MACRO,26 Jul 2016,IQ,Us E.A.,PR5528661,PR5528661 - Mitsubishi Split A/C Spares,Mechanical Items,Mechanical,17994.25,AED,Marman I.,Quotation
9947,Q-1192-F7338,FIRESTOP,26 Jul 2016,IQ,Al S.C.,LABOR ACCOMODATION AT AL WARSAN 3 DUBAI,COMBO ROOFING SYSTEM,Firestop/ DC 315,Fire,0,USD,Muhammad F.K.,Quotation
9948,Q-1005-V6968,MACRO,26 Jul 2016,IQ,Us E.A.,PR5483313,PR5483313 - AD/FM/EM/7901.C/R4001/Spare Accessories For Track Lights,Building Materials,Various,20289.5,AED,Marman I.,Quotation
9949,Q-1192-F7337,FIRESTOP,25 Jul 2016,IQ,Conversion E.C.,"CONSTELLA (G+38 Floors) On Plot No. JVC18TCP011,Jumeirah Village Community Dubai, UAE",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,395293,AED,Samar T.,Quotation
9950,Q-1192-F7336,FIRESTOP,25 Jul 2016,IQ,Sustainable B.L.,Al Barari Development Phase II B+G+12 Building,SUPPLY OF MVL FIRESTOP MATERIALS-CJ,Firestop/ DC 315,Fire,372925,AED,Venoth T.A.,Quotation
9951,Q-1192-F7335,FIRESTOP,25 Jul 2016,IQ,Diplomat E.L.,,SUPPLY FP05 And FM011,Firestop/ DC 315,Fire,151775,AED,Muhammad F.K.,Quotation
9952,Q-1192-F7334,FIRESTOP,25 Jul 2016,IQ,United E.C.,Construction Of Residential Villas -P2 (482 Villas) At Nad Al Shiba 3,Supply Of INSS1186,Firestop/ DC 315,Fire,4.5,AED,Muhammad F.K.,Quotation
9953,Q-1192-C6016,FIRESTOP,25 Jul 2016,IQ,United E.C.,Construction Of Residential Villas -P2 (482 Villas),COMBO ROOFING SYSTEM,Polyurethane Foam,Chemicals,0,USD,Muhammad F.K.,Quotation
9954,Q-1192-F7333,FIRESTOP,25 Jul 2016,IQ,Reem C.C.,"Vantage Tower G+4P+28+Roof LPO 3759(P#2, (CONTINUATION FOR INVOICE# 1192 F177)",SUPPLY OF INSS1186-5G PAIL,Firestop/ DC 315,Fire,18900,AED,Samar T.,Order
9955,Q-1005-V6967,MACRO,25 Jul 2016,IQ,M. B.I.,"CAIRO, EGYPT",FIRE ALARM SYSTEM,Building Materials,Various,0,USD,Maricar I.,Quotation
9956,Q-1192-F7332,FIRESTOP,25 Jul 2016,IQ,Intherpro L.,,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,5154.7,AED,Venoth T.A.,Quotation
9957,Q-1192-F7331,FIRESTOP,25 Jul 2016,IQ,Ghantoot B.G.,....,COMBO ROOFING SYSTEM,Firestop/ DC 315,Fire,0,USD,Venoth T.A.,Quotation
9958,Q-1192-F7330,FIRESTOP,25 Jul 2016,IQ,Al O.C.,Montrose Development Of 3 Towers With 3B+GF+19 Floors,Supply Of Firestop Collar,Firestop/ DC 315,Fire,257249.66,AED,Samar T.,Quotation
9959,Q-1005-S9040,MACRO,21 Jul 2016,IQ,Luis A.M.,Non-potable Water At Construction Site,Non-potable Water At Construction Site,Construction,Services,500.07,AED,Maricar I.,Quotation
9960,Q-1192-F7329,FIRESTOP,21 Jul 2016,IQ,Ias L.C.,"2B+G+12+R (Residential Bldg At Tecom,Dubai) LPO # C2830",Supply Of INSS1186-5G,Firestop/ DC 315,Fire,1220,AED,Waleed B.M.,Order
9961,Q-1192-F7322,FIRESTOP,20 Jul 2016,IQ,Sigma E.,"6B+G+103+RF+ FLOORS RESIDENTIAL TOWER AT MARSA, DUBAI UAE",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,1171,AED,Waleed B.M.,Quotation
9962,Q-1192-F7321,FIRESTOP,20 Jul 2016,IQ,Belhasa E.&.,Research Center Dubiotech @ Dubai Science Park,SUPPLY OF INSS1186,Firestop/ DC 315,Fire,86250,AED,Samar T.,Quotation
9963,Q-1192-F7320,FIRESTOP,20 Jul 2016,IQ,Zahrat A.C.,G+10 New DM Building,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,37665,AED,Ramshad K.,Quotation
9964,Q-1192-C6015,FIRESTOP,20 Jul 2016,IQ,Naresco C.L.,B+G+8+GYM Residential/ Commercial Building-Glitz 1 & 2,Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Muhammad F.K.,Quotation
9965,RFQ-1192-F7319,FIRESTOP,20 Jul 2016,RFQ,Green F.T.,Firestop Inventory Item - PI-GFM-201607 - INSS1440-5G - Fire Barrier Caulk. 5G,PI-GFM-201607 - INSS1440-5G - Fire Barrier Caulk. 5G,Firestop/ DC 315,Fire,46800,USD, ,Order
9966,Q-1192-C6014,FIRESTOP,19 Jul 2016,IQ,Al S.C.,"PJ-10037 MARGHAM ABATTOIR,DUBAI",Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Venoth T.A.,Quotation
9967,Q-1192-C6013,FIRESTOP,19 Jul 2016,IQ,Dubco C.L.,"159 Villa, Al Barsha UAE",Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Waleed B.M.,Quotation
9968,Q-1005-T6947,MACRO,19 Jul 2016,IQ,Us E.A.,US EMBASSY ABU DHABI,- 527-PIECE  MECHANICAL  TOOL  SET  -  CM.160 FACOM,Tools,Tools,229539,AED,Marman I.,Quotation
9969,Q-1192-F7318,FIRESTOP,18 Jul 2016,IQ,Belhasa E.&.,2B+G+24 Floor Residential Bldg. At Al Nahda-Dubai LPO: H46166,SUPPLY OF CIVIL WORKS MATERIALS,Firestop/ DC 315,Fire,29707.5,AED,Waleed B.M.,Order
9970,Q-1192-F7317,FIRESTOP,18 Jul 2016,IQ,Adnan C.L.,LG +UG+ 9+ HC,COMBO ROOFING SYSTEM,Firestop/ DC 315,Fire,0,USD,Samar T.,Quotation
9971,RFQ-566-3043,MACRO,18 Jul 2016,RFQ,Balwan C.a.,Khas Kunar - Repair And Servicing Of Generators,Repair And Servicing Of Generators,Fit Out Project,Architectural,900,USD, ,Order
9972,Q-1192-F7316,FIRESTOP,17 Jul 2016,IQ,Global C.L.,ELITE 08 Sports Residence (B+G+4P+18Typ. Floors Gym Service Roof) Plot No. (682-4209) LPO GC/E8/1324,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,16020,AED,Waleed B.M.,Order
9973,Q-1005-F7052,MACRO,14 Jul 2016,IQ,Fscr ,Turkey Project,MVL Firestop Materials,Firestop/ DC 315,Fire,0,USD, ,Quotation
9974,Q-1192-F7315,FIRESTOP,14 Jul 2016,IQ,Fscr ,,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,3264.45,USD,Karim E.,Quotation
9975,Q-1192-C6012,FIRESTOP,14 Jul 2016,IQ,Modern B.C.,B+G +1P+10+R COMM & RES BLDG.,COMBO ROOFING SYSTEM,Polyurethane Foam,Chemicals,0,USD, ,Quotation
9976,Q-1192-F7314,FIRESTOP,14 Jul 2016,IQ,Ghantoot B.G.,B+G+5 Apartments Dubai Investment Park,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,3328,AED,Ramshad K.,Order
9977,Q-1192-F7313,FIRESTOP,13 Jul 2016,IQ,Conversion E.C.,Hotel Building B+3P+G+16 Floors-Business Bay,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,97692,AED,Venoth T.A.,Quotation
9978,Q-1192-F7312,FIRESTOP,13 Jul 2016,IQ,Zenith S.C.,"Residential Building Basement +Ground+14 Floors+Gym On Plot # 682-1387 At Dubai Sports City, UAE LPO 1388",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,29017.5,AED,Samar T.,Order
9979,Q-1192-F7311,FIRESTOP,12 Jul 2016,IQ,Sigma E.,"6B+G+103+RF+ FLOORS RESIDENTIAL TOWER AT MARSA, DUBAI UAE",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,1186,AED,Waleed B.M.,Order
9980,Q-1005-L4028,MACRO,12 Jul 2016,IQ,Debet U.M.,Air Freight Charges From Germany To DWC,Air Freight Charges From Germany To DWC,Transportation,Logistics,795,EURO,Tamraz M.,Order
9981,Q-1192-F7310,FIRESTOP,11 Jul 2016,IQ,Al A.C.,G+4 Residential Building (PO # 1902),INSS1440 Fire Barrier Caulk,Firestop/ DC 315,Fire,1702,AED,Waleed B.M.,Order
9982,Q-1005-S9039,MACRO,10 Jul 2016,IQ,Baku E.S.,"MR MX14, MX17, MX20,MX22,MR24 And MR53-REV 03",HIGH SECURITY CHAIN LINK FENCE,Construction,Services,88231.8,USD, ,Quotation
9983,Q-1005-V6964,MACRO,05 Jul 2016,IQ,Gs E.&.,Construction And Maintenance Of Azzour WDC II And Mina Abdullah WDC II (Part 1: Azzour WDC II),Lighting Fixtures,Building Materials,Various,32245.15,USD, ,Quotation
9984,Q-1192-F7309,FIRESTOP,05 Jul 2016,IQ,Centaur G.o.,,SUPPLY OF DC310-Cable Coating,Firestop/ DC 315,Fire,1450,AED,Venoth T.A.,Quotation
9985,RFQ-1192-V4364,FIRESTOP,03 Jul 2016,RFQ,Alam A.,MVL FIRESTOP - Stickers Size A4 ( 6 Piece ),Stickers Size A4 ( 6 Piece ),Misc.,Various,450,AED, ,Order
9986,Q-1192-F7308,FIRESTOP,03 Jul 2016,IQ,Global C.L.,ELITE 08 Sports Residence (B+G+4P+18Typ. Floors Gym Service Roof) Plot No. (682-4209) LPO GC/E8/1295,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,10650,AED,Waleed B.M.,Order
9987,Q-1192-F7307,FIRESTOP,03 Jul 2016,IQ,Zenith S.C.,"Residential Building Basement +Ground+14 Floors+Gym On Plot # 682-1387 At Dubai Sports City, UAE (LPO 1381)",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,20795,AED,Samar T.,Order
9988,Q-1192-C6011,FIRESTOP,03 Jul 2016,IQ,Combined G.C.,Project 232 Villas In Umm Al Quwain,Unit Rate Quotation For Combo Roofing System,Polyurethane Foam,Chemicals,0,USD,Samar T.,Quotation
9989,Q-1192-F7306,FIRESTOP,03 Jul 2016,IQ,Modern B.C.,G+8 Typical Floor Project (Topaz-1) At Dubai Silicon Oasis LPO 111/6,SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,10800,AED,Samar T.,Order
9990,RFQ-982-S9114,MACRO,30 Jun 2016,RFQ,Metron I.,MFNDU,ORD982-S9105-3 RFP-0016 QR017 ? Replace Two Solenoid Valves,Subcontract,Services,15312,USD, ,Quotation
9991,Q-1005-V6963,MACRO,29 Jun 2016,IQ,Us E.A.,PR 5439435 - AD/FM/GM/7901.C/R4000/Hilti Core Drill Bits For FM Tools,PR 5439435 - AD/FM/GM/7901.C/R4000/Hilti Core Drill Bits For FM Tools,Building Materials,Various,40050.5,AED,Maricar I.,Quotation
9992,RFQ-566-V4265,MACRO,28 Jun 2016,RFQ,Abdul Q.,KHAS KUNAR - ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS,ADJUSTMENTS OF SEARCHLIGHT AND INSTALLATION OF BULBS,Building Materials,Various,1125,USD, ,Order
9993,Q-1192-F7305,FIRESTOP,27 Jun 2016,IQ,Bin S.E.,"B+G+M+2 Typ +R  - Residential Building, Al Karama, Dubai (LPO C-19990)",SUPPLY OF MVL FIRESTOP MATERIALS,Firestop/ DC 315,Fire,38339,AED,Waleed B.M.,Order
9994,Q-1192-F7304,FIRESTOP,27 Jun 2016,IQ,Al A.C.,G + 4 RESIDENTIAL BUILDING/ LPO # 1888,SUPPLY OF D64T50 & INFS0812,Firestop/ DC 315,Fire,915.84,AED,Waleed B.M.,Order
9995,Q-1005-M4015,MACRO,27 Jun 2016,IQ,U.s. E.R.,US EMBASSY RIYADH KSA,MEDICAL EQUIPMENTS,Machine / Equipments,Mechanical,32898,USD, ,Quotation
9996,RFQ-566-V4264,MACRO,27 Jun 2016,RFQ,Shokrullah M.C.,KHAS KHUNAR FIT OUT SUPPLY OF  SEARCH LIGHT BULB,KHAS KHUNAR - SEARCH LIGHT BULB,Building Materials,Various,1000,USD, ,Order
9997,Q-1005-V4429,MACRO,27 Jun 2016,IQ,Us E.A.,PR5441253 - US EMBASSY ABU DHABI,HP TONERS,Misc.,Various,11292,AED, ,Quotation
9998,Q-1192-F7303,FIRESTOP,23 Jun 2016,IQ,Seidco G.C.,Proposed 1B+G+3P+32 Storey Commercial & Hotel Apts Towers 2 Nos. On Plot No. BB. A03.034 @ Business Bay Dubai UAE,SUPPLY OF INSS1186 And D64T50,Firestop/ DC 315,Fire,207760,AED,Samar T.,Quotation
9999,Q-1192-F7301,FIRESTOP,23 Jun 2016,IQ,Jelfar S.E.,MBCC- Al Farjan 2B+G+11 (Two Towers) /PO:8869,SUPPLY OF ROCKWOOL-D64T50,Firestop/ DC 315,Fire,564,AED,Waleed B.M.,Order
