poNumber,poDate,poName,supplier,entity,project,material,materialCode,value,currency,year,month,mainOrderId,orderId,poType
RFPO-7139-E6831-1,25 Feb 2026,PO for Bare Copper Grounding Cable,EMSI Inc.,MACRO,PO for Bare Copper Grounding Cable,Electrical,Electrical,15961.4,USD,2026,2,7139,RFPO-7139-E6831,Base PO
RFPO-1569-V4271-1,25 Feb 2026,PO for CH 183B  - MEETING ROOM CHAIRS 1804-1805,BLUE CROWN FURNITURE (LLC),FIRESTOP,PO for CH 183B  - MEETING ROOM CHAIRS 1804-1805,Various,Various,544.59,USD,2026,2,1569,RFPO-1569-V4271,Base PO
RFPO-7139-S9000-1,24 Feb 2026,PO for SHOP DRAWING FOR ACOUSTIC WALL PANEL,Dateline Exports Inc.,MACRO,PO for SHOP DRAWING FOR ACOUSTIC WALL PANEL,Services,Services,3000.0,USD,2026,2,7139,RFPO-7139-S9000,Base PO
RFPO-7139-M4107-1,24 Feb 2026,PO 4' Swing Check Valve for lift station,Professional Pump,MW-OCS,PO 4' Swing Check Valve for lift station,Mechanical,Mechanical,2644.5,USD,2026,2,7139,RFPO-7139-M4107,Base PO
RFPO-6705-V40174-1,24 Feb 2026,PO for SUPERTIES FOR DI/DB BOX,Dateline Exports Inc.,Unknown,PO for SUPERTIES FOR DI/DB BOX,Various,Various,5519.37,USD,2026,2,6705,RFPO-6705-V40174,Base PO
RFPO-5532-M4062-1,24 Feb 2026,PO for Miller Welding Machines & Accessories - Ref. AHG_ITW_1_037R02_260126_BigBlue-400 and BigBlue-450_MVL,Abdullah Hashim Industrial Gases & Equipment Co. Ltd.,Unknown,PO for Miller Welding Machines & Accessories - Ref. AHG_ITW_1_037R02_260126_BigBlue-400 and BigBlue-450_MVL,Mechanical,Mechanical,80655.68,USD,2026,2,5532,RFPO-5532-M4062,Base PO
RFPO-7878-M4102-1,24 Feb 2026,PO for Calibrated Balancing Valves,Morex Inc.,MACRO,PO for Calibrated Balancing Valves,Mechanical,Mechanical,8615.71,USD,2026,2,7878,RFPO-7878-M4102,Base PO
RFPO-7932-V40005-1,24 Feb 2026,PO for Duct Insulation,KEPCO Building Materials Trading LLC,MVL Greece,PO for Duct Insulation,Various,Various,9610.1,USD,2026,2,7932,RFPO-7932-V40005,Base PO
RFPO-7932-V40006-1,24 Feb 2026,PO for Electrical Materials,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,PO for Electrical Materials,Various,Various,9770.85,USD,2026,2,7932,RFPO-7932-V40006,Base PO
RFPO-6705-V40173-2,23 Feb 2026,PO for Medical Clinic - Grass Trimmer,Dateline Exports Inc.,Unknown,PO for Medical Clinic - Grass Trimmer,Various,Various,1704.52,USD,2026,2,6705,RFPO-6705-V40173,Change Order
RFPO-7139-V40082-2,23 Feb 2026,PO for ATCT-Grass Trimmer,Dateline Exports Inc.,MACRO,PO for ATCT-Grass Trimmer,Various,Various,1704.52,USD,2026,2,7139,RFPO-7139-V40082,Change Order
RFPO-1569-V4435-1,20 Feb 2026,PO for Consumable/Service items for the SHARP MX‑3051 Printer 1801,NEW SMART OFFICE AUTOMATION LLC,FIRESTOP,PO for Consumable/Service items for the SHARP MX‑3051 Printer 1801,Various,Various,555.48,USD,2026,2,1569,RFPO-1569-V4435,Base PO
RFPO-1569-15311-1,20 Feb 2026,PO for 1806 - Rectification works for fire‑protection systems - EFQ46286 (20/02/2026),EUROFIRE FIRE & SAFETY L.L.C,Unknown,PO for 1806 - Rectification works for fire‑protection systems - EFQ46286 (20/02/2026),Various,Various,2136.15,USD,2026,2,1569,RFPO-1569-15311,Base PO
RFPO-7616-A5201-1,19 Feb 2026,PO FOR OVERHEAD COILING DOORS,TECHTRADE SAL(OFFSHORE),MACRO,PO FOR OVERHEAD COILING DOORS,Architectural,Architectural,63742.4,USD,2026,2,7616,RFPO-7616-A5201,Base PO
RFPO-6705-V4364-1,19 Feb 2026,PO for Bicycles with Accessories,"Priority Outdoor Products, LLC",FIRESTOP,PO for Bicycles with Accessories,Various,Various,22312.0,USD,2026,2,6705,RFPO-6705-V4364,Base PO
RFPO-7139-S9131-3,19 Feb 2026,FORMWORK AND SCAFFOLDING SYSTEMS FOR TERMINAL,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",FORMWORK AND SCAFFOLDING SYSTEMS FOR TERMINAL,Services,Services,132020.6,USD,2026,2,7139,RFPO-7139-S9131,Change Order
RFPO-7139-S9127-3,19 Feb 2026,FORMWORK AND SCAFFOLDING SYSTEMS FOR TOWER,Ozler Formwork and Scaffolding Systems (OZLER KALIP VE ISKELE SISTEMLERI A.S),"MVL USA, INC",FORMWORK AND SCAFFOLDING SYSTEMS FOR TOWER,Services,Services,237830.98,USD,2026,2,7139,RFPO-7139-S9127,Change Order
RFPO-6705-E6848-1,18 Feb 2026,PO for Circuit Breaker,Aikah General Trading LLC,Unknown,PO for Circuit Breaker,Electrical,Electrical,460.18,USD,2026,2,6705,RFPO-6705-E6848,Base PO
RFPO-6542-V40026-3,18 Feb 2026,PO for Aluminum Awning Window.,Dateline Exports Inc.,MVL USA JV LLC,PO for Aluminum Awning Window.,Various,Various,11341.22,USD,2026,2,6542,RFPO-6542-V40026,Change Order
RFPO-7139-V40086-2,18 Feb 2026,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Dateline Exports Inc.,MACRO,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Various,Various,4846.38,USD,2026,2,7139,RFPO-7139-V40086,Change Order
RFPO-7139-M4106-1,17 Feb 2026,PO for Wheel Loader Parts-XC948,Warai Parts & Equipment,MW-OCS,PO for Wheel Loader Parts-XC948,Mechanical,Mechanical,4000.0,USD,2026,2,7139,RFPO-7139-M4106,Base PO
RFPO-6705-E6847-1,17 Feb 2026,PO for MV Inline Splice Kits and Connectors,Benfield Electric International Ltd.,Unknown,PO for MV Inline Splice Kits and Connectors,Electrical,Electrical,4046.7,USD,2026,2,6705,RFPO-6705-E6847,Base PO
RFPO-7139-V40085-1,17 Feb 2026,PO for Water and Fire Gate Valves & Fire Hydrants,Watecom International Water Network - LLC,MACRO,PO for Water and Fire Gate Valves & Fire Hydrants,Various,Various,26176.92,USD,2026,2,7139,RFPO-7139-V40085,Base PO
RFPO-7073-M4102-1,17 Feb 2026,PO for Flange Adaptor & Restraining Clamp,Edcos Inc.,MACRO,PO for Flange Adaptor & Restraining Clamp,Mechanical,Mechanical,9489.41,USD,2026,2,7073,RFPO-7073-M4102,Base PO
RFPO-6705-O4-1,17 Feb 2026,PO for Bluebeam Core - Renewal - Annual Subscription (MR. BOB CANIA),AllCAD Solutions LLC,MACRO,PO for Bluebeam Core - Renewal - Annual Subscription (MR. BOB CANIA),Office Assets,Office Assets,251.87,USD,2026,2,6705,RFPO-6705-O4,Base PO
RFPO-7139-V40086-1,17 Feb 2026,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Dateline Exports Inc.,MACRO,"PO for Gate Valves, Dismantling Joints, Flange kit, pressure Gauge",Various,Various,5204.34,USD,2026,2,7139,RFPO-7139-V40086,Base PO
RFPO-7098-V40002-1,16 Feb 2026,PO for Pavement marking paint,ODORES METAL LLC,MACRO,PO for Pavement marking paint,Various,Various,11817.67,USD,2026,2,7098,RFPO-7098-V40002,Base PO
RFPO-7139-M4021-1,16 Feb 2026,PO for ATCT - SOKKIA ACCESSORIES,Three Colors Safety Equipment Tr LLC,MVL USA JV LLC,PO for ATCT - SOKKIA ACCESSORIES,Mechanical,Mechanical,367.6,USD,2026,2,7139,RFPO-7139-M4021,Base PO
RFPO-7120-M4101-2,16 Feb 2026,PO for Fire Pump & Controls,Xylem Japan K.K.,MACRO,PO for Fire Pump & Controls,Mechanical,Mechanical,11727743.0,USD,2026,2,7120,RFPO-7120-M4101,Change Order
RFPO-7098-V40001-2,16 Feb 2026,PO for Electrical Butt Connectors,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,PO for Electrical Butt Connectors,Various,Various,344.81,USD,2026,2,7098,RFPO-7098-V40001,Change Order
RFPO-7139-V40082-1,16 Feb 2026,PO for ATCT-Grass Trimmer,Dateline Exports Inc.,MACRO,PO for ATCT-Grass Trimmer,Various,Various,1420.43,USD,2026,2,7139,RFPO-7139-V40082,Base PO
RFPO-7139-V40083-1,16 Feb 2026,PO for Formwork Materials- Sanitary Sewer Manhole,Dateline Exports Inc.,MACRO,PO for Formwork Materials- Sanitary Sewer Manhole,Various,Various,6941.21,USD,2026,2,7139,RFPO-7139-V40083,Base PO
RFPO-6705-V40173-1,16 Feb 2026,PO for Medical Clinic - Grass Trimmer,Dateline Exports Inc.,Unknown,PO for Medical Clinic - Grass Trimmer,Various,Various,1420.43,USD,2026,2,6705,RFPO-6705-V40173,Base PO
RFPO-7139-E6828-1,16 Feb 2026,PO for Cadweld products,Benfield Electric International Ltd.,MACRO,PO for Cadweld products,Electrical,Electrical,3397.42,USD,2026,2,7139,RFPO-7139-E6828,Base PO
RFPO-7139-V40084-1,16 Feb 2026,PO for Formwork-Shear Tie Rods,"White Cap Supply Holdings, LLC",MACRO,PO for Formwork-Shear Tie Rods,Various,Various,5245.38,USD,2026,2,7139,RFPO-7139-V40084,Base PO
RFPO-7878-V40015-1,16 Feb 2026,PO for Condensate drain Pipes & Fittings,Puget Sound Pipe & Supply,MACRO,PO for Condensate drain Pipes & Fittings,Various,Various,12460.571,USD,2026,2,7878,RFPO-7878-V40015,Base PO
RFPO-7120-S9084-1,16 Feb 2026,PO for Filters for CRAC Unit,Global Services Vertiv Japan GK,MVL USA JV LLC,PO for Filters for CRAC Unit,Services,Services,2851300.0,USD,2026,2,7120,RFPO-7120-S9084,Base PO
RFPO-7414-M4101-1,15 Feb 2026,"PO for TRICOM PO: PO/TR/BNB/2026/Synergy - RTP Bolted Steel Water Tank- SUPPLY, DELIVER AND INSTALL",Synergy Vision – Construction Equipments & Machinery Trading LLC,MACRO,"PO for TRICOM PO: PO/TR/BNB/2026/Synergy - RTP Bolted Steel Water Tank- SUPPLY, DELIVER AND INSTALL",Mechanical,Mechanical,318158.0,USD,2026,2,7414,RFPO-7414-M4101,Base PO
RFPO-7616-V40004-1,12 Feb 2026,PO for Wall Louver,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for Wall Louver,Various,Various,30827.8,USD,2026,2,7616,RFPO-7616-V40004,Base PO
RFPO-5532-M4059-1,11 Feb 2026,"PO for 3rd Batch - DG Heavy Equipment 2026 - Zoomlion Boom Lift, JMC Cargo Truck and Pickup",Evangel International Machinery Ltd.,Unknown,"PO for 3rd Batch - DG Heavy Equipment 2026 - Zoomlion Boom Lift, JMC Cargo Truck and Pickup",Mechanical,Mechanical,90583.0,USD,2026,2,5532,RFPO-5532-M4059,Base PO
RFPO-5532-M4061-1,11 Feb 2026,PO for 	 DG - Proforma Invoice PI266019 – SMA26 Plus GNSS Equipment,"SMAJAYU (Shenzhen) Co., Ltd",Unknown,PO for 	 DG - Proforma Invoice PI266019 – SMA26 Plus GNSS Equipment,Mechanical,Mechanical,2238.0,USD,2026,2,5532,RFPO-5532-M4061,Base PO
RFPO-7039-V40032-1,11 Feb 2026,PO for Termination kits for Switchgear,Eaton FZE,MVL USA JV LLC,PO for Termination kits for Switchgear,Various,Various,24372.24,USD,2026,2,7039,RFPO-7039-V40032,Base PO
RFPO-5532-M4109-1,11 Feb 2026,"PO for Supply of Rigging Gears (Webbing Slings, Round Slings, Chain Blocks, and Lever Hoists)",Lift N Shift Equipment Trading LLC,MVL Nepal,"PO for Supply of Rigging Gears (Webbing Slings, Round Slings, Chain Blocks, and Lever Hoists)",Mechanical,Mechanical,14078.69,USD,2026,2,5532,RFPO-5532-M4109,Base PO
RFPO-7616-V40003-1,11 Feb 2026,PO for Panel Board,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,PO for Panel Board,Various,Various,10187.25,USD,2026,2,7616,RFPO-7616-V40003,Base PO
RFPO-5695-V40021-1,11 Feb 2026,PO for Pull Test Materials,Fastener Point LLC,MVL USA JV LLC,PO for Pull Test Materials,Various,Various,3852.96,USD,2026,2,5695,RFPO-5695-V40021,Base PO
RFPO-6705-M4110-1,11 Feb 2026,PO for Load Interrupter Switch,TURTLE,MVL Nepal,PO for Load Interrupter Switch,Mechanical,Mechanical,166688.0,USD,2026,2,6705,RFPO-6705-M4110,Base PO
RFPO-7073-V40015-1,11 Feb 2026,PO for pipe clamps and supports,"Scott & From Co., Inc.",MACRO,PO for pipe clamps and supports,Various,Various,13926.15,USD,2026,2,7073,RFPO-7073-V40015,Base PO
RFPO-1569-O122-1,10 Feb 2026,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026 - 10 Licenses,Managed Solution LLC,Unknown,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026 - 10 Licenses,Office Assets,Office Assets,461.7,USD,2026,2,1569,RFPO-1569-O122,Base PO
RFPO-7139-V40081-1,10 Feb 2026,PO for Select Granular Fill,SMITHBRIDGE GUAM,MACRO,PO for Select Granular Fill,Various,Various,90019.2,USD,2026,2,7139,RFPO-7139-V40081,Base PO
RFPO-6705-V40172-1,10 Feb 2026,PO for Custom Items-Storage/ Warehouse Accessories,Uline,Unknown,PO for Custom Items-Storage/ Warehouse Accessories,Various,Various,3404.57,USD,2026,2,6705,RFPO-6705-V40172,Base PO
RFPO-7139-E6827-1,10 Feb 2026,PO for Medium Voltage Cable,EMSI Inc.,MACRO,PO for Medium Voltage Cable,Electrical,Electrical,18766.0,USD,2026,2,7139,RFPO-7139-E6827,Base PO
RFPO-7878-V40014-1,10 Feb 2026,PO for Air Venting Valves & Strainer,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for Air Venting Valves & Strainer,Various,Various,2646.0,USD,2026,2,7878,RFPO-7878-V40014,Base PO
RFPO-7932-V40000-1,10 Feb 2026,PO for Duct Insulation Materials,"Scott & From Co., Inc.",MACRO,PO for Duct Insulation Materials,Various,Various,4511.8,USD,2026,2,7932,RFPO-7932-V40000,Base PO
RFPO-7932-V40001-1,10 Feb 2026,PO for Duct Access Doors,PRIME A/C INDUSTRIES (L.L.C),MACRO,PO for Duct Access Doors,Various,Various,81.69,USD,2026,2,7932,RFPO-7932-V40001,Base PO
RFPO-7932-V40003-1,10 Feb 2026,PO for Hot Water Pump,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for Hot Water Pump,Various,Various,2892.0,USD,2026,2,7932,RFPO-7932-V40003,Base PO
RFPO-7932-V40002-1,10 Feb 2026,PO for Electric Water Heaters,Cimmaron International Corporation,MACRO,PO for Electric Water Heaters,Various,Various,5152.5,USD,2026,2,7932,RFPO-7932-V40002,Base PO
RFPO-7139-V40073-1,09 Feb 2026,"FLOOR DRAINS, FLOOR SINKS, FLOOR AND WALL CLEANOUTS",JAY R. SMITH MFG. CO.,MACRO,"FLOOR DRAINS, FLOOR SINKS, FLOOR AND WALL CLEANOUTS",Various,Various,15564.75,USD,2026,2,7139,RFPO-7139-V40073,Base PO
RFPO-7139-M4105-1,09 Feb 2026,PO for Accessories for Fire Gate Valves and Fire Hydrants,"FERGUSON ENTERPRISES, LLC",MACRO,PO for Accessories for Fire Gate Valves and Fire Hydrants,Mechanical,Mechanical,3262.13,USD,2026,2,7139,RFPO-7139-M4105,Base PO
RFPO-7208-V40022B-1,09 Feb 2026,PO for Roof and wall panels,Dateline Exports Inc.,Unknown,PO for Roof and wall panels,Various,Various,284308.69,USD,2026,2,7208,RFPO-7208-V40022B,Base PO
RFPO-5532-V40093-1,09 Feb 2026,PO for Crane Lifting Materials (Part-2),STAR LIFT TRADING LLC,MACRO,PO for Crane Lifting Materials (Part-2),Various,Various,6070.89,USD,2026,2,5532,RFPO-5532-V40093,Base PO
RFPO-7878-V40008A-1,09 Feb 2026,PO for Duct Connectors,Delta Duct Airconditioning LLC,MVL USA JV LLC,PO for Duct Connectors,Various,Various,435.67,USD,2026,2,7878,RFPO-7878-V40008A,Base PO
RFPO-7878-V40009-1,09 Feb 2026,PO for BFP & PRV,INTEGRATED CONTRACTING SUPPLIERS,MACRO,PO for BFP & PRV,Various,Various,904.0,USD,2026,2,7878,RFPO-7878-V40009,Base PO
RFPO-6680-V40003-1,06 Feb 2026,"PO for Duct Access Door, D88ULS4","DUCTMATE INDUSTRIES, INC",MACRO,"PO for Duct Access Door, D88ULS4",Various,Various,5772.627,USD,2026,2,6680,RFPO-6680-V40003,Base PO
RFPO-6705-V40170-1,05 Feb 2026,PO for Signages for Building 729,Sign King Inc,Unknown,PO for Signages for Building 729,Various,Various,300.0,USD,2026,2,6705,RFPO-6705-V40170,Base PO
RFPO-7139-V40076-1,05 Feb 2026,PO for Utility Cart,Uline,MVL USA JV LLC,PO for Utility Cart,Various,Various,542.7,USD,2026,2,7139,RFPO-7139-V40076,Base PO
RFPO-7414-M4000-1,05 Feb 2026,PO for TRICOM Purchase Order (PO/TR/BNB/2025/FUELCO/001 – Phase 1) for the Fuel System Package (Fuelco),Fuelco FZCO,FIRESTOP,PO for TRICOM Purchase Order (PO/TR/BNB/2025/FUELCO/001 – Phase 1) for the Fuel System Package (Fuelco),Mechanical,Mechanical,337945.0,USD,2026,2,7414,RFPO-7414-M4000,Base PO
RFPO-7139-V40077-1,05 Feb 2026,PO for Acetylene & Oxygen tanks,"Pacific International, Inc",MVL USA JV LLC,PO for Acetylene & Oxygen tanks,Various,Various,12291.2,USD,2026,2,7139,RFPO-7139-V40077,Base PO
RFPO-6705-V40171-1,05 Feb 2026,PO for SS316L Checker Plate,"Scott & From Co., Inc.",Unknown,PO for SS316L Checker Plate,Various,Various,7455.96,USD,2026,2,6705,RFPO-6705-V40171,Base PO
RFPO-7139-V40080-1,05 Feb 2026,PO for Smooth Dowel and Rebars,Nucor Rebar Fabrication,MACRO,PO for Smooth Dowel and Rebars,Various,Various,11484.4,USD,2026,2,7139,RFPO-7139-V40080,Base PO
RFPO-7139-V40079-1,04 Feb 2026,PO for DAYTON  D250SCA MECHANICAL BAR CONNECTOR,ODORES METAL LLC,MACRO,PO for DAYTON  D250SCA MECHANICAL BAR CONNECTOR,Various,Various,23860.0,USD,2026,2,7139,RFPO-7139-V40079,Base PO
RFPO-6705-S9105-1,04 Feb 2026,PO for ACI Certification Programs and Batch Plant Inspection,American Concrete Institute,MICRON,PO for ACI Certification Programs and Batch Plant Inspection,Services,Services,45000.0,USD,2026,2,6705,RFPO-6705-S9105,Base PO
RFPO-6705-V40169-1,03 Feb 2026,PO for SIKAEMACO 440,Dateline Exports Inc.,Unknown,PO for SIKAEMACO 440,Various,Various,363.56,USD,2026,2,6705,RFPO-6705-V40169,Base PO
RFPO-5829-V40045-1,03 Feb 2026,PO for FREE ISSUED - FALSE CEILING - ACOUSTICS,USG Middle East,MVL USA JV LLC,PO for FREE ISSUED - FALSE CEILING - ACOUSTICS,Various,Various,9889.16,USD,2026,2,5829,RFPO-5829-V40045,Base PO
RFPO-5532-V40092-1,03 Feb 2026,PO for Sand & cement,Leeds Services Co. Pte Ltd.,MACRO,PO for Sand & cement,Various,Various,277990.0,USD,2026,2,5532,RFPO-5532-V40092,Base PO
RFPO-6705-M4027-1,02 Feb 2026,PO for Material Requisition Form MR-019 -  XCMG 740 skid loader - Spare parts,Evangel International Machinery Ltd.,MVL USA JV LLC,PO for Material Requisition Form MR-019 -  XCMG 740 skid loader - Spare parts,Mechanical,Mechanical,5368.0,USD,2026,2,6705,RFPO-6705-M4027,Base PO
RFPO-6705-E6846-1,02 Feb 2026,PO for LV Cables for Bldg.729,Benfield Electric International Ltd.,Unknown,PO for LV Cables for Bldg.729,Electrical,Electrical,25522.0,USD,2026,2,6705,RFPO-6705-E6846,Base PO
RFPO-5829-V40046-1,02 Feb 2026,"PO for Air Pavement - Quotation – Pipes, Couplers & Privacy Nets",Mozoon Alkhair For Scaffolding L.L.C,MVL USA JV LLC,"PO for Air Pavement - Quotation – Pipes, Couplers & Privacy Nets",Various,Various,2341.18,USD,2026,2,5829,RFPO-5829-V40046,Base PO
RFPO-7208-V40028-1,30 Jan 2026,"PO for Cold Form Metals Purlins, Z girts",Dateline Exports Inc.,MVL USA JV LLC,"PO for Cold Form Metals Purlins, Z girts",Various,Various,75000.0,USD,2026,1,7208,RFPO-7208-V40028,Base PO
RFPO-5532-V40091-1,30 Jan 2026,PO for Admixtures,SODAMCO EMIRATES FACTORY FOR BUILDING MATERIALS LLC,MACRO,PO for Admixtures,Various,Various,4179.03,USD,2026,1,5532,RFPO-5532-V40091,Base PO
RFPO-1569-15210-1,29 Jan 2026,PO for 1806 - One-time inspection & certification (FA and FF system),EUROFIRE FIRE & SAFETY L.L.C,Unknown,PO for 1806 - One-time inspection & certification (FA and FF system),Various,Various,514.64,USD,2026,1,1569,RFPO-1569-15210,Base PO
RFPO-7139-V40075-1,29 Jan 2026,PO for Cable Rack & Rack Arm,WESCO Distribution Inc,MVL USA JV LLC,PO for Cable Rack & Rack Arm,Various,Various,12390.72,USD,2026,1,7139,RFPO-7139-V40075,Base PO
RFPO-7039-V40031-1,29 Jan 2026,PO for PVC Pipes & Fittings (Last Lot),National Plastic & Building Material Industries LLC,MVL USA JV LLC,PO for PVC Pipes & Fittings (Last Lot),Various,Various,97716.05,USD,2026,1,7039,RFPO-7039-V40031,Base PO
RFPO-5532-M4108-1,28 Jan 2026,PO for DG - Quotation Ref. QUOT-38149 – Electric Dryer (MAXX DR10-TT 110V),Teko General Trading LLC,MVL Nepal,PO for DG - Quotation Ref. QUOT-38149 – Electric Dryer (MAXX DR10-TT 110V),Mechanical,Mechanical,6077.6,USD,2026,1,5532,RFPO-5532-M4108,Base PO
RFPO-7616-V40002-1,27 Jan 2026,PO for PVC Coated rigid metallic pipes & fittings,AL BAHRI AND AL MAZROEY TRADING COMPANY - L.L.C,MACRO,PO for PVC Coated rigid metallic pipes & fittings,Various,Various,34343.63,USD,2026,1,7616,RFPO-7616-V40002,Base PO
RFPO-5829-M4005-1,27 Jan 2026,PO forAIR PAVEMENT - Quotation No. WC/SQ/12870/R/2 – Supply of Floor Saw & Blade,WECARE MACHINERY TRADING – Sole Proprietorship LLC,MVL USA JV LLC,PO forAIR PAVEMENT - Quotation No. WC/SQ/12870/R/2 – Supply of Floor Saw & Blade,Mechanical,Mechanical,1783.53,USD,2026,1,5829,RFPO-5829-M4005,Base PO
RFPO-7139-V40074-1,27 Jan 2026,PO for C900 Pipes and Star DI fittings for Potable Water,American International Supply Inc.,MVL USA JV LLC,PO for C900 Pipes and Star DI fittings for Potable Water,Various,Various,51639.236,USD,2026,1,7139,RFPO-7139-V40074,Base PO
RFPO-7139-V40072-1,26 Jan 2026,PO for Pre-Shipment Inspection - AM-330D Air-Cooled Screw Chiller - INV-WNW165573 - 01272026,V-Trust Inspection Service Co. Ltd.,MVL USA JV LLC,PO for Pre-Shipment Inspection - AM-330D Air-Cooled Screw Chiller - INV-WNW165573 - 01272026,Various,Various,268.0,USD,2026,1,7139,RFPO-7139-V40072,Base PO
RFPO-5532-M4107-1,26 Jan 2026,"PO for Quotation NMCO26-00000350 – Nordberg Equipment (North Mountain Trading, Jan 15, 2026)",NOURTH MOUNTAIN TRADING L.L.C,MW-OCS,"PO for Quotation NMCO26-00000350 – Nordberg Equipment (North Mountain Trading, Jan 15, 2026)",Mechanical,Mechanical,1081.4,USD,2026,1,5532,RFPO-5532-M4107,Base PO
RFPO-5829-M4004-1,23 Jan 2026,PO for AIR PAVEMENT - Portable Diesel Air Compressor – Model KDP-5/7 - WC/SQ/12891,WECARE MACHINERY TRADING – Sole Proprietorship LLC,MVL USA JV LLC,PO for AIR PAVEMENT - Portable Diesel Air Compressor – Model KDP-5/7 - WC/SQ/12891,Mechanical,Mechanical,11436.35,USD,2026,1,5829,RFPO-5829-M4004,Base PO
RFPO-1569-O121-1,23 Jan 2026,PO for OFFICE 1807 PRINTER -  Canon advance C3525i - 11657,Al Waseem Computer Devices Tr LLC SP,MACRO,PO for OFFICE 1807 PRINTER -  Canon advance C3525i - 11657,Office Assets,Office Assets,1402.31,USD,2026,1,1569,RFPO-1569-O121,Base PO
RFPO-5532-M4050-2,22 Jan 2026,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,"FASTWIN GROUP CO.,LIMITED",MVL USA JV LLC,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,Mechanical,Mechanical,1247.28,USD,2026,1,5532,RFPO-5532-M4050,Change Order
RFPO-7139-V4359-1,22 Jan 2026,PO for Sorbent Boom,Safety 1st Systems Inc,MVL Nepal,PO for Sorbent Boom,Various,Various,790.0,USD,2026,1,7139,RFPO-7139-V4359,Base PO
RFPO-6705-E6845-1,22 Jan 2026,PO for Screw Cover Pull,Americas Best Electricmart Inc,MACRO,PO for Screw Cover Pull,Electrical,Electrical,394.95,USD,2026,1,6705,RFPO-6705-E6845,Base PO
RFPO-6705-V40168-1,22 Jan 2026,PO for Towable Concrete Mixer,HOME DEPOT USA,MACRO,PO for Towable Concrete Mixer,Various,Various,3752.65,USD,2026,1,6705,RFPO-6705-V40168,Base PO
RFPO-6705-V4363-1,22 Jan 2026,PO for Printing of Plans,COPY EXPRESS,FIRESTOP,PO for Printing of Plans,Various,Various,2442.8,USD,2026,1,6705,RFPO-6705-V4363,Base PO
RFPO-6705-E6844-1,21 Jan 2026,PO for Warning Light,Flight Light Inc,MACRO,PO for Warning Light,Electrical,Electrical,588.81,USD,2026,1,6705,RFPO-6705-E6844,Base PO
RFPO-7616-V40001-1,21 Jan 2026,PO for Electrical Materials,Kelly & Hayes Electrical Industrial & Plumbing Supplies,MACRO,PO for Electrical Materials,Various,Various,35434.15,USD,2026,1,7616,RFPO-7616-V40001,Base PO
RFPO-5829-V40043-1,21 Jan 2026,"PO for AIR PAVEMENT - Pavement frame Design,  fabrication and supply Ref- QT/mvl/0012/r2",Technofab Steel Fabrication & Welding LLC,MVL USA JV LLC,"PO for AIR PAVEMENT - Pavement frame Design,  fabrication and supply Ref- QT/mvl/0012/r2",Various,Various,11572.5,USD,2026,1,5829,RFPO-5829-V40043,Base PO
RFPO-5532-V4379-1,21 Jan 2026,PO for HDPE PORTABLE TOILET - AS PER APPROVED PROFORMA - SOEASY-S20260120,FOSHAN SOEASY MODULAR HOUSING CO LTD,FIRESTOP,PO for HDPE PORTABLE TOILET - AS PER APPROVED PROFORMA - SOEASY-S20260120,Various,Various,12050.0,USD,2026,1,5532,RFPO-5532-V4379,Base PO
RFPO-7139-V40070-1,21 Jan 2026,PO for Tracer Wire for Water & Fire Piping Utility System,American International Supply Inc.,MVL USA JV LLC,PO for Tracer Wire for Water & Fire Piping Utility System,Various,Various,1449.99,USD,2026,1,7139,RFPO-7139-V40070,Base PO
RFPO-7139-V40071-1,21 Jan 2026,PO for Steel Rebars for Sanitary Sewer Manhole,Nucor Rebar Fabrication,MVL USA JV LLC,PO for Steel Rebars for Sanitary Sewer Manhole,Various,Various,3044.0,USD,2026,1,7139,RFPO-7139-V40071,Base PO
RFPO-7073-V40014-1,21 Jan 2026,PO for REDUCER WITH FLANGE,Crossweld Metal Trading Co.LLC,MACRO,PO for REDUCER WITH FLANGE,Various,Various,6111.0,USD,2026,1,7073,RFPO-7073-V40014,Base PO
RFPO-6705-V40167-1,21 Jan 2026,PO for 3/8inch & 5/8in Pipe Clamps,"Scott & From Co., Inc.",MACRO,PO for 3/8inch & 5/8in Pipe Clamps,Various,Various,31.98,USD,2026,1,6705,RFPO-6705-V40167,Base PO
